no_mec,month,flag_overdue,IDCARD,fpd
10016247639,2018-01,2,2,1.0
10016247639,2018-04,2,2,1.0
10016247639,2018-06,5265,25642,0.20532719756649248
10016247639,2018-07,30430,95381,0.3190362860527778
10016247639,2018-08,9029,55255,0.16340602660392725
10016247639,2018-09,7313,47973,0.15243991411835825
10016254945,2018-01,18945,21072,0.8990603644646925
10016254945,2018-02,15628,18003,0.8680775426317836
10016254945,2018-03,24135,29495,0.8182742837769114
10016254945,2018-04,26012,30705,0.847158443250285
10016254945,2018-05,40300,47735,0.8442442652142034
10016254945,2018-06,36513,46074,0.7924860007813518
10016254945,2018-07,32404,39331,0.8238793826752434
10016254945,2018-08,25392,30537,0.8315158659986246
10016254945,2018-09,33979,48388,0.70221955856824
10016290003,2018-03,2,6,0.3333333333333333
10016290003,2018-04,2,4,0.5
10016290003,2018-05,13,16,0.8125
10016290003,2018-06,5,9,0.5555555555555556
10016290003,2018-07,3,4,0.75
10016290003,2018-08,4,5,0.8
10016293443,2018-02,1,1,1.0
10016293443,2018-03,1931,15869,0.12168378599785745
10016293443,2018-04,12943,103455,0.12510753467691266
10016293443,2018-05,11972,87180,0.13732507455838494
10016293443,2018-06,12955,89424,0.14487162283056002
10016293443,2018-07,7361,44380,0.16586300135196033
10016293443,2018-08,9156,36020,0.25419211549139364
10016293443,2018-09,10942,41912,0.26107081504103835
10016293988,2018-02,1,1,1.0
10016294780,2018-01,6,8,0.75
10016294780,2018-02,2,3,0.6666666666666666
10016294780,2018-03,10,13,0.7692307692307693
10016294780,2018-04,25,41,0.6097560975609756
10016294780,2018-05,24,34,0.7058823529411765
10016294780,2018-06,21,42,0.5
10016294780,2018-07,1,4,0.25
10016294780,2018-09,0,1,0.0
10016310504,2018-06,2,2,1.0
10016310504,2018-08,1,2,0.5
10016310504,2018-09,20,26,0.7692307692307693
10016321570,2018-08,40618,109828,0.369832829515242
10016321570,2018-09,315015,777039,0.40540436194322294
10016356317,2018-01,63,79,0.7974683544303798
10016356317,2018-07,14,14,1.0
10016361766,2018-01,11,12,0.9166666666666666
10016361766,2018-02,4,4,1.0
10016361766,2018-05,1,1,1.0
10016361766,2018-07,2,2,1.0
10016361766,2018-08,3,3,1.0
10016363541,2018-01,43,66,0.6515151515151515
10016363541,2018-02,16339,23338,0.7001028365755421
10016363541,2018-03,1153,1768,0.6521493212669683
10016363541,2018-04,6,154,0.03896103896103896
10016363541,2018-05,12,127,0.09448818897637795
10016363541,2018-06,16,62,0.25806451612903225
10016363541,2018-07,23,152,0.1513157894736842
10016363541,2018-08,5,15,0.3333333333333333
10016363870,2018-02,0,1,0.0
10016368473,2018-01,39,43,0.9069767441860465
10016368473,2018-02,84,100,0.84
10016368473,2018-03,7,12,0.5833333333333334
10016368473,2018-04,7,25,0.28
10016368473,2018-05,2,3,0.6666666666666666
10016368473,2018-07,2,9,0.2222222222222222
10016368473,2018-08,20,43,0.46511627906976744
10016368473,2018-09,72,147,0.4897959183673469
10016368761,2018-01,331,21379,0.015482482810234342
10016368761,2018-02,2,2239,0.0008932559178204555
10016368761,2018-03,0,1,0.0
10016371156,2018-03,1,2,0.5
10016377761,2018-03,7,19,0.3684210526315789
10016377761,2018-04,373,592,0.6300675675675675
10016377761,2018-05,371,678,0.5471976401179941
10016377761,2018-06,324,687,0.47161572052401746
10016377761,2018-07,524,757,0.6922060766182299
10016377761,2018-08,1129,1381,0.8175235336712527
10016377761,2018-09,3012,3490,0.8630372492836677
10016387225,2018-01,2,5,0.4
10016387225,2018-02,1,2,0.5
10016387225,2018-06,1,1,1.0
10016417748,2018-01,2,2,1.0
10016417748,2018-04,2,3,0.6666666666666666
10016417748,2018-05,3,5,0.6
10016417748,2018-06,69,254,0.27165354330708663
10016417748,2018-07,192,252,0.7619047619047619
10016417748,2018-08,416,499,0.8336673346693386
10016417748,2018-09,33,42,0.7857142857142857
10016731578,2018-01,15,28,0.5357142857142857
10016731578,2018-02,104,115,0.9043478260869565
10016731578,2018-03,22,25,0.88
10016738204,2018-01,46,58,0.7931034482758621
10016738204,2018-02,27,36,0.75
10016738204,2018-03,120,155,0.7741935483870968
10016738204,2018-04,389,461,0.8438177874186551
10016738204,2018-05,1163,1311,0.8871090770404272
10016738204,2018-06,630,778,0.8097686375321337
10016738204,2018-07,823,988,0.832995951417004
10016738204,2018-08,1705,1911,0.892203035060178
10016738204,2018-09,1620,1771,0.9147374364765669
10017051785,2018-01,5,6,0.8333333333333334
10017051785,2018-02,4,4,1.0
10017051785,2018-03,36,52,0.6923076923076923
10017051785,2018-04,131,205,0.6390243902439025
10017051785,2018-05,1011,1474,0.6858887381275441
10017051785,2018-06,492,792,0.6212121212121212
10017051785,2018-07,320,466,0.6866952789699571
10017051785,2018-08,347,476,0.7289915966386554
10017051785,2018-09,636,903,0.7043189368770764
10017070168,2018-04,2,3,0.6666666666666666
10017070168,2018-05,54,76,0.7105263157894737
10017070168,2018-06,171,305,0.5606557377049181
10017070168,2018-07,310,496,0.625
10017070168,2018-08,5,10,0.5
10017070168,2018-09,0,1,0.0
10017071221,2018-01,43,8341,0.005155257163409663
10017074860,2018-03,1,4,0.25
10017074860,2018-04,40,61,0.6557377049180327
10017074860,2018-05,903,1267,0.712707182320442
10017074860,2018-06,933,1323,0.7052154195011338
10017074860,2018-07,129,172,0.75
10017074860,2018-08,21,22,0.9545454545454546
10017074860,2018-09,4,6,0.6666666666666666
10017079246,2018-08,1,1,1.0
10017097810,2018-01,2,4,0.5
10017103555,2018-01,1,2,0.5
10017103555,2018-02,5,11,0.45454545454545453
10017103555,2018-03,7,12,0.5833333333333334
10017103555,2018-04,7,14,0.5
10017103555,2018-05,1,7,0.14285714285714285
10017103555,2018-07,1,9,0.1111111111111111
10017123829,2018-01,29,36,0.8055555555555556
10017123829,2018-02,23,26,0.8846153846153846
10017123829,2018-07,1,1,1.0
10017123829,2018-09,1,1,1.0
10017136654,2018-01,3,3,1.0
10017137744,2018-01,10,11,0.9090909090909091
10017137744,2018-02,49,60,0.8166666666666667
10017137744,2018-03,82,120,0.6833333333333333
10017139343,2018-01,17,30,0.5666666666666667
10017139343,2018-02,20,29,0.6896551724137931
10017139343,2018-03,26,42,0.6190476190476191
10017139343,2018-04,16,23,0.6956521739130435
10017139343,2018-05,19,28,0.6785714285714286
10017139343,2018-06,7,8,0.875
10017139343,2018-07,3,4,0.75
10017139343,2018-08,1,1,1.0
10017139343,2018-09,1,1,1.0
10017146291,2018-01,3,4,0.75
10017146291,2018-02,927,1116,0.8306451612903226
10017146291,2018-03,1171,1797,0.6516416249304396
10017146291,2018-04,760,1051,0.7231208372978116
10017146291,2018-05,574,652,0.8803680981595092
10017146291,2018-06,111,127,0.8740157480314961
10017146291,2018-07,20,29,0.6896551724137931
10017146291,2018-08,6,11,0.5454545454545454
10017146291,2018-09,14,20,0.7
10017148640,2018-01,93,1442,0.06449375866851595
10017148640,2018-02,14,157,0.08917197452229299
10017148640,2018-03,15,84,0.17857142857142858
10017148640,2018-04,6,138,0.043478260869565216
10017148640,2018-05,15,157,0.09554140127388536
10017179136,2018-01,1,1,1.0
10017179421,2018-01,1,1,1.0
10017179421,2018-02,14,95,0.14736842105263157
10017179421,2018-03,127767,271362,0.4708360050412364
10017179421,2018-04,275489,391751,0.703224752457556
10017179421,2018-05,210467,310478,0.6778805583648438
10017179421,2018-06,76709,120977,0.6340792051381667
10017179421,2018-07,97305,154844,0.6284066544393067
10017179421,2018-08,25244,62318,0.4050836034532559
10017179421,2018-09,21594,54548,0.39587152599545355
10017268303,2018-01,11,15,0.7333333333333333
10017268303,2018-02,54,62,0.8709677419354839
10017268303,2018-03,112,137,0.8175182481751825
10017268303,2018-04,1,7,0.14285714285714285
10017268303,2018-06,0,3,0.0
10017278930,2018-01,0,2,0.0
10017279592,2018-01,19,26,0.7307692307692307
10017279592,2018-02,460,541,0.8502772643253235
10017282813,2018-09,39,52,0.75
10017304381,2018-01,7,16,0.4375
10017304381,2018-02,5,9,0.5555555555555556
10017304381,2018-03,2,9,0.2222222222222222
10017304381,2018-04,7,12,0.5833333333333334
10017304381,2018-05,4,5,0.8
10017304381,2018-07,3,4,0.75
10017309950,2018-01,2,6,0.3333333333333333
10017309950,2018-02,2,2,1.0
10017309950,2018-03,4211,8685,0.4848589522164652
10017309950,2018-04,13761,24058,0.5719926843461635
10017309950,2018-05,451,1591,0.2834695160276556
10017309950,2018-06,279,1356,0.20575221238938052
10017309950,2018-07,53,484,0.10950413223140495
10017309950,2018-08,2,146,0.0136986301369863
10017327990,2018-01,1,6,0.16666666666666666
10017327990,2018-03,0,1,0.0
10017327990,2018-04,3,14,0.21428571428571427
10017327990,2018-05,20,67,0.29850746268656714
10017327990,2018-06,20,59,0.3389830508474576
10017327990,2018-07,19,56,0.3392857142857143
10017327990,2018-08,1,3,0.3333333333333333
10017328780,2018-01,2,4,0.5
10017328780,2018-02,34,42,0.8095238095238095
10017328780,2018-03,22,22,1.0
10017328780,2018-04,5,5,1.0
10017328780,2018-05,6,7,0.8571428571428571
10017328780,2018-06,6,6,1.0
10017328780,2018-07,4,5,0.8
10017328780,2018-08,319,334,0.9550898203592815
10017328780,2018-09,47,48,0.9791666666666666
10017331956,2018-05,2,2,1.0
10017331956,2018-06,840,1884,0.445859872611465
10017331956,2018-07,3357,4484,0.7486619090098127
10017331956,2018-08,766,986,0.7768762677484787
10017331956,2018-09,228,348,0.6551724137931034
10017337672,2018-01,1,1,1.0
10017337672,2018-08,2,3,0.6666666666666666
10017337672,2018-09,49,52,0.9423076923076923
10017357815,2018-03,1,1,1.0
10017357815,2018-04,48,71,0.676056338028169
10017357815,2018-05,57,90,0.6333333333333333
10017357815,2018-06,11,24,0.4583333333333333
10017357815,2018-07,9,16,0.5625
10017357815,2018-08,3,5,0.6
10017357815,2018-09,3,4,0.75
10017392096,2018-01,1,1,1.0
10017392096,2018-02,3,5,0.6
10017392096,2018-03,10,17,0.5882352941176471
10017392096,2018-04,32,57,0.5614035087719298
10017392096,2018-05,20,25,0.8
10017392096,2018-06,3,4,0.75
10017392096,2018-07,9,11,0.8181818181818182
10017437294,2018-01,85,204,0.4166666666666667
10017437294,2018-03,4,75,0.05333333333333334
10017437294,2018-06,312,492,0.6341463414634146
10017439019,2018-01,69,263,0.2623574144486692
10017439019,2018-02,1972,2745,0.7183970856102003
10017439019,2018-03,756,1448,0.5220994475138122
10017439019,2018-04,2258,5650,0.39964601769911506
10017439019,2018-05,1189,2293,0.5185346707370257
10017439019,2018-06,179,338,0.5295857988165681
10017439019,2018-07,3,5,0.6
10017439019,2018-08,59,72,0.8194444444444444
10017439019,2018-09,77,116,0.6637931034482759
10017441468,2018-01,1,1,1.0
10017441468,2018-02,3,3,1.0
10017441468,2018-03,336,1810,0.1856353591160221
10017441468,2018-04,266,2766,0.09616775126536514
10017441468,2018-05,173,2050,0.08439024390243903
10017441468,2018-06,639,1518,0.4209486166007905
10017441468,2018-07,218,739,0.29499323410013534
10017441468,2018-08,46,232,0.19827586206896552
10017441468,2018-09,35,124,0.28225806451612906
10017482556,2018-01,6,17,0.35294117647058826
10017482556,2018-02,1,1,1.0
10017482556,2018-03,0,1,0.0
10017487502,2018-04,657,1844,0.35629067245119306
10017487502,2018-05,2542,5798,0.43842704380820974
10017487502,2018-06,221,413,0.5351089588377724
10017487502,2018-07,99,151,0.6556291390728477
10017487502,2018-08,9,17,0.5294117647058824
10017487502,2018-09,7,12,0.5833333333333334
10017555488,2018-01,1,1,1.0
10017555488,2018-02,0,1,0.0
10017565576,2018-02,1,7,0.14285714285714285
10017626750,2018-01,0,2,0.0
10017626750,2018-02,218,27813,0.007838061338223134
10017626750,2018-03,10,11,0.9090909090909091
10017667433,2018-04,1,2,0.5
10017714022,2018-01,3,8,0.375
10017717161,2018-03,2,4,0.5
10017737464,2018-01,5,7,0.7142857142857143
10017737464,2018-02,35,60,0.5833333333333334
10017737464,2018-03,110,181,0.6077348066298343
10017737464,2018-04,289,465,0.621505376344086
10017737464,2018-05,663,1116,0.5940860215053764
10017737464,2018-06,473,1091,0.43354720439963335
10017737464,2018-07,662,1259,0.5258141382049245
10017737464,2018-08,670,1526,0.43905635648754915
10017737464,2018-09,72,102,0.7058823529411765
10017740966,2018-07,11586,12831,0.9029693710544774
10017740966,2018-08,9327,10203,0.9141428991473096
10017740966,2018-09,2326,2471,0.9413193039255362
10017864164,2018-01,0,1,0.0
10017864164,2018-02,1,2,0.5
10017865891,2018-07,1,4,0.25
10017888841,2018-02,0,1,0.0
10017888841,2018-04,1,2,0.5
10017888841,2018-05,1,1,1.0
10017888841,2018-06,1,1,1.0
10017888841,2018-08,3,3,1.0
10017888841,2018-09,6,6,1.0
10017908304,2018-01,6,8,0.75
10017908304,2018-02,1172,1345,0.8713754646840148
10017908304,2018-03,745,946,0.7875264270613108
10017908304,2018-04,221,307,0.7198697068403909
10017908304,2018-05,123,143,0.8601398601398601
10017908304,2018-06,8,9,0.8888888888888888
10017908304,2018-07,17978,19519,0.9210512833649265
10017908304,2018-08,53,68,0.7794117647058824
10017914139,2018-01,56,675,0.08296296296296296
10017914139,2018-02,1955,8840,0.22115384615384615
10017914139,2018-03,710,3336,0.21282973621103118
10017914139,2018-04,72,513,0.14035087719298245
10017914139,2018-05,1114,2162,0.515263644773358
10017914139,2018-06,2904,4957,0.5858382085939076
10017914139,2018-07,614,1139,0.5390693590869183
10017914139,2018-08,5021,7654,0.6559968643846354
10017914139,2018-09,1343,2833,0.4740557712672079
10017945618,2018-02,0,1,0.0
10017945618,2018-03,32,287,0.11149825783972125
10017945618,2018-04,38,143,0.26573426573426573
10017945618,2018-05,63,125,0.504
10017945618,2018-06,28,57,0.49122807017543857
10017945618,2018-07,12,22,0.5454545454545454
10017945618,2018-08,10,24,0.4166666666666667
10017945618,2018-09,120,219,0.547945205479452
10018148316,2018-01,1416,5360,0.26417910447761195
10018148316,2018-02,3278,11306,0.28993454802759594
10018148316,2018-03,865,2640,0.32765151515151514
10018148316,2018-04,372,1195,0.3112970711297071
10018148316,2018-05,376,1287,0.29215229215229216
10018148316,2018-06,232,684,0.3391812865497076
10018148316,2018-07,2807,3067,0.915226605803717
10018148316,2018-08,627,683,0.91800878477306
10018148316,2018-09,1395,1631,0.8553034947884733
10018174644,2018-08,6,13,0.46153846153846156
10018174644,2018-09,5,22,0.22727272727272727
10018202806,2018-02,20,59,0.3389830508474576
10018202806,2018-03,175,1711,0.10227936879018118
10018202806,2018-04,7359,11097,0.6631522032981887
10018202806,2018-05,33098,53407,0.6197314958713277
10018202806,2018-06,30120,61703,0.48814482278009175
10018202806,2018-07,70653,98124,0.7200379112143818
10018202806,2018-08,63891,123908,0.5156325660974271
10018202806,2018-09,89097,167178,0.5329469188529591
10018258481,2018-01,0,1,0.0
10018258481,2018-02,2,2,1.0
10018258481,2018-03,17,19,0.8947368421052632
10018258481,2018-04,65,77,0.8441558441558441
10018258481,2018-05,54,58,0.9310344827586207
10018258481,2018-06,37,39,0.9487179487179487
10018258481,2018-07,13,16,0.8125
10018258481,2018-08,8,8,1.0
10018270597,2018-01,7,7,1.0
10018270597,2018-02,1,1,1.0
10018270597,2018-07,7961,9158,0.8692946058091287
10018270597,2018-08,9129,12737,0.7167307843291199
10018270597,2018-09,7486,11065,0.6765476728422956
10018306279,2018-03,7,12,0.5833333333333334
10018306279,2018-05,4,9,0.4444444444444444
10018306279,2018-06,1,4,0.25
10018306279,2018-07,4,5,0.8
10018306279,2018-08,14,23,0.6086956521739131
10018306279,2018-09,38,61,0.6229508196721312
10018312019,2018-02,187,4371,0.04278197208876687
10018312019,2018-03,0,6,0.0
10018312019,2018-04,0,1,0.0
10018314871,2018-01,3,4,0.75
10018314871,2018-02,22510,29039,0.7751644340369848
10018314871,2018-03,16703,26005,0.6422995577773505
10018314871,2018-04,9457,13288,0.7116947621914509
10018314871,2018-05,21677,27250,0.7954862385321101
10018314871,2018-06,19010,23482,0.8095562558555489
10018314871,2018-07,21150,24740,0.854890864995958
10018314871,2018-08,10492,12807,0.8192394784102444
10018314871,2018-09,7742,9479,0.8167528220276401
10018340553,2018-07,189,204,0.9264705882352942
10018340553,2018-08,3096,3353,0.923352221890844
10018340553,2018-09,2214,2373,0.9329962073324906
10018343182,2018-02,2210,3192,0.6923558897243107
10018343182,2018-03,3161,3657,0.8643697019414821
10018343182,2018-04,14691,16345,0.8988069746099725
10018343182,2018-05,26734,27524,0.9712977764859759
10018357798,2018-02,2,9,0.2222222222222222
10018357798,2018-03,38,45,0.8444444444444444
10018357798,2018-04,208,224,0.9285714285714286
10018357798,2018-05,376,394,0.9543147208121827
10018357798,2018-06,239,258,0.9263565891472868
10018357798,2018-07,198,208,0.9519230769230769
10018357798,2018-08,110,118,0.9322033898305084
10018357798,2018-09,82,96,0.8541666666666666
10018366669,2018-03,0,4,0.0
10018404513,2018-02,1,1,1.0
10018404513,2018-06,3,3,1.0
10018404513,2018-07,3,4,0.75
10018404513,2018-08,8,39,0.20512820512820512
10018404513,2018-09,393,512,0.767578125
10018412874,2018-02,6,9,0.6666666666666666
10018412874,2018-03,6,7,0.8571428571428571
10018412874,2018-04,10,11,0.9090909090909091
10018412874,2018-05,9,17,0.5294117647058824
10018412874,2018-06,24,31,0.7741935483870968
10018412874,2018-07,27,35,0.7714285714285715
10018412874,2018-08,7,10,0.7
10018412874,2018-09,1,1,1.0
10018415763,2018-02,1,1,1.0
10018415763,2018-03,1,1,1.0
10018415763,2018-04,0,2,0.0
10018415763,2018-07,1,5,0.2
10018415763,2018-08,4,12,0.3333333333333333
10018415763,2018-09,1,6,0.16666666666666666
10018426877,2018-02,15,18,0.8333333333333334
10018464037,2018-02,10,11,0.9090909090909091
10018464037,2018-03,14,24,0.5833333333333334
10018464037,2018-04,19,31,0.6129032258064516
10018464037,2018-05,50,70,0.7142857142857143
10018464037,2018-06,73,123,0.5934959349593496
10018464037,2018-07,111,234,0.47435897435897434
10018464037,2018-08,95,167,0.5688622754491018
10018464037,2018-09,73,136,0.5367647058823529
10018464062,2018-08,459,1238,0.37075928917609047
10018464062,2018-09,382,641,0.5959438377535101
10018468985,2018-02,1,1,1.0
10018504132,2018-03,3,5,0.6
10018504132,2018-04,0,2,0.0
10018513970,2018-02,4,8,0.5
10018513970,2018-03,2,7,0.2857142857142857
10018513970,2018-04,4,5,0.8
10018513970,2018-05,14,14,1.0
10018513970,2018-06,2,3,0.6666666666666666
10018526333,2018-03,1,4,0.25
10018526333,2018-05,6,6,1.0
10018526333,2018-06,2,4,0.5
10018526333,2018-07,1,2,0.5
10018526333,2018-08,8,8,1.0
10018526333,2018-09,0,3,0.0
10018528808,2018-03,1,4,0.25
10018528808,2018-07,1,1,1.0
10018550500,2018-06,6,6,1.0
10018550500,2018-07,4,5,0.8
10018597707,2018-03,3,6,0.5
10018597707,2018-04,9249,9966,0.928055388320289
10018597707,2018-05,8558,8780,0.9747152619589977
10018597707,2018-09,1,1,1.0
10018598897,2018-04,9233,9826,0.939649908406269
10018598897,2018-05,8730,8850,0.9864406779661017
10018704804,2018-06,2,2,1.0
10018704804,2018-07,232,270,0.8592592592592593
10018704804,2018-08,83563,89026,0.9386359041178981
10018704804,2018-09,36208,38848,0.9320428336079077
10018710089,2018-01,0,1,0.0
10018710089,2018-02,5,7,0.7142857142857143
10018710089,2018-03,1,1,1.0
10018710089,2018-06,1,1,1.0
10018794254,2018-05,2,2,1.0
10018794254,2018-07,10,13,0.7692307692307693
10018794254,2018-08,48,82,0.5853658536585366
10018794254,2018-09,8,8,1.0
10018835641,2018-02,2,4,0.5
10018835641,2018-03,1,7,0.14285714285714285
10018835641,2018-05,1,2,0.5
10018835641,2018-08,2,7,0.2857142857142857
10018835641,2018-09,1,2,0.5
10018841931,2018-03,4,6,0.6666666666666666
10018841931,2018-04,3,4,0.75
10018841931,2018-08,8,11,0.7272727272727273
10018841931,2018-09,36,43,0.8372093023255814
10018867211,2018-03,2754,3162,0.8709677419354839
10018867211,2018-04,1784,1966,0.9074262461851476
10018867211,2018-05,4151,4240,0.9790094339622641
10018867211,2018-06,3325,3988,0.8337512537612839
10018867211,2018-07,4421,4532,0.9755075022065314
10018867211,2018-08,1320,1352,0.9763313609467456
10018867211,2018-09,521,535,0.9738317757009346
10018896587,2018-03,0,1,0.0
10018902456,2018-04,2,5,0.4
10018902456,2018-05,8,47,0.1702127659574468
10018902456,2018-06,1,3,0.3333333333333333
10018965334,2018-03,1,1,1.0
10018965334,2018-04,1,1,1.0
10018965334,2018-07,2,2,1.0
10019050119,2018-04,2,2,1.0
10019050119,2018-05,55,70,0.7857142857142857
10019050119,2018-06,105,116,0.9051724137931034
10019050119,2018-07,423,434,0.9746543778801844
10019050119,2018-08,98,104,0.9423076923076923
10019050119,2018-09,67,73,0.9178082191780822
10019331834,2018-03,67,188,0.35638297872340424
10019331834,2018-04,8266,10256,0.8059672386895476
10019331834,2018-05,44317,49256,0.8997279519246386
10019331834,2018-06,21241,27578,0.7702153890782508
10019331834,2018-07,19644,33037,0.5946060477646276
10019331834,2018-08,5241,11208,0.4676124197002141
10019331834,2018-09,2461,4077,0.6036301201864116
10019342351,2018-03,668,887,0.7531003382187148
10019342351,2018-04,15292,18852,0.8111606195629111
10019342351,2018-05,12249,13289,0.9217397847844082
10019342351,2018-06,2132,2245,0.9496659242761692
10019342351,2018-07,262,264,0.9924242424242424
10019342351,2018-08,9,11,0.8181818181818182
10019416657,2018-04,2,2,1.0
10019416657,2018-05,28667,31041,0.9235205051383654
10019416657,2018-06,22982,24886,0.9234911195049426
10019416657,2018-07,13941,15088,0.9239793213149523
10019416657,2018-08,9540,10156,0.9393461992910594
10019416657,2018-09,7507,8037,0.9340549956451413
10019449296,2018-03,10068,11860,0.8489038785834738
10019449296,2018-04,21986,29393,0.7480012247814105
10019449296,2018-05,2478,5607,0.4419475655430712
10019449296,2018-06,619,1759,0.3519044911881751
10019449296,2018-07,28,678,0.04129793510324484
10019449296,2018-08,6,99,0.06060606060606061
10019449296,2018-09,5,170,0.029411764705882353
10019456332,2018-05,1,6,0.16666666666666666
10019456332,2018-06,107,130,0.823076923076923
10019456332,2018-07,34,36,0.9444444444444444
10019492718,2018-03,1030,1365,0.7545787545787546
10019492718,2018-04,20173,21335,0.9455355050386689
10019492718,2018-05,6,12,0.5
10019492859,2018-03,1032,1366,0.7554904831625183
10019492859,2018-04,21412,22923,0.9340836714217162
10019492859,2018-05,26505,27089,0.9784414337923142
10019495678,2018-04,1,1,1.0
10019508758,2018-08,1,1,1.0
10019509395,2018-03,1,4,0.25
10019509395,2018-04,1,2,0.5
10019509395,2018-05,281,369,0.7615176151761518
10019509395,2018-06,1,3,0.3333333333333333
10019510547,2018-09,1703,1895,0.8986807387862796
10019517000,2018-03,667,2586,0.25792730085073473
10019517000,2018-04,4,5,0.8
10019517000,2018-05,1,2,0.5
10019517000,2018-06,1,1,1.0
10019517000,2018-07,8393,10952,0.7663440467494521
10019517000,2018-08,19735,25730,0.7670034978624174
10019517000,2018-09,16975,22492,0.7547127867686289
10019519089,2018-03,0,1,0.0
10019519089,2018-05,14,19,0.7368421052631579
10019519089,2018-06,16,23,0.6956521739130435
10019519089,2018-07,12,14,0.8571428571428571
10019519089,2018-08,14,15,0.9333333333333333
10019519089,2018-09,13,15,0.8666666666666667
10019594916,2018-05,4,9,0.4444444444444444
10019594916,2018-06,0,1,0.0
10019607741,2018-03,1,2,0.5
10019607741,2018-04,1,3,0.3333333333333333
10019607741,2018-05,3,6,0.5
10019607741,2018-06,15,37,0.40540540540540543
10019607741,2018-07,88,134,0.6567164179104478
10019607741,2018-08,111,183,0.6065573770491803
10019607741,2018-09,60,87,0.6896551724137931
10019608100,2018-03,3,4,0.75
10019608100,2018-04,66,91,0.7252747252747253
10019608100,2018-05,13,30,0.43333333333333335
10019608100,2018-06,19,33,0.5757575757575758
10019876419,2018-03,0,1,0.0
10019876419,2018-05,0,3,0.0
10019876419,2018-06,1,3,0.3333333333333333
10019876419,2018-07,9,11,0.8181818181818182
10019876419,2018-08,6,8,0.75
10019876419,2018-09,11,13,0.8461538461538461
10019924787,2018-06,2,3,0.6666666666666666
10019924787,2018-07,2,2,1.0
10019924787,2018-08,147,281,0.5231316725978647
10019924787,2018-09,257,396,0.648989898989899
10020146566,2018-03,0,1,0.0
10020146566,2018-04,0,1,0.0
10020249958,2018-06,2,2,1.0
10020249958,2018-07,1,1,1.0
10020249958,2018-09,1029,1226,0.8393148450244698
10020268255,2018-03,1,1,1.0
10020268255,2018-04,2,3,0.6666666666666666
10020268255,2018-05,2,2,1.0
10020310661,2018-03,1,3,0.3333333333333333
10020310661,2018-04,1929,2458,0.7847843775427177
10020310661,2018-05,4611,5314,0.867707941287166
10020310661,2018-06,2884,3737,0.7717420390687717
10020310661,2018-07,33,70,0.4714285714285714
10020310661,2018-08,5,9,0.5555555555555556
10020310661,2018-09,0,8,0.0
10020379415,2018-04,1,2,0.5
10020379415,2018-09,0,1,0.0
10020530419,2018-04,1,3,0.3333333333333333
10020666329,2018-04,47,199,0.23618090452261306
10020666329,2018-05,1743,4086,0.4265785609397944
10020666329,2018-06,25113,37022,0.6783264005186106
10020666329,2018-07,11141,17132,0.650303525566192
10020666329,2018-08,302,625,0.4832
10020666329,2018-09,315,678,0.4646017699115044
10020682231,2018-04,3,14,0.21428571428571427
10020682231,2018-07,0,1,0.0
10020682522,2018-08,1206,1279,0.9429241594996091
10020682522,2018-09,38421,39809,0.965133512522294
10020706455,2018-04,2,2,1.0
10020729843,2018-07,0,1,0.0
10020736591,2018-09,63149,113860,0.5546197084138416
10020814489,2018-04,1,1,1.0
10020814489,2018-07,6,8,0.75
10020814489,2018-08,1,2,0.5
10020814489,2018-09,1,1,1.0
10020816997,2018-04,1,2,0.5
10020826012,2018-04,1,2,0.5
10020829549,2018-03,1,1,1.0
10020829549,2018-04,15806,32702,0.48333435263898233
10020829549,2018-05,26263,54217,0.48440526034269693
10020829549,2018-06,2976,4524,0.6578249336870027
10020829549,2018-07,1599,2174,0.735510579576817
10020829549,2018-08,8562,9904,0.8644991922455574
10020829549,2018-09,23229,30212,0.7688666754931816
10020834063,2018-05,191,223,0.8565022421524664
10020834063,2018-06,1344,1417,0.9484827099505999
10020834063,2018-07,2521,2705,0.9319778188539741
10020834063,2018-08,813,1540,0.5279220779220779
10020834063,2018-09,1028,4444,0.23132313231323132
10020834349,2018-04,0,1,0.0
10020834349,2018-05,611,665,0.9187969924812031
10020834349,2018-06,5700,6271,0.9089459416361027
10020834349,2018-07,15816,19157,0.8255989977553897
10020834349,2018-08,48983,61198,0.8004019739207163
10020834349,2018-09,4013,5019,0.7995616656704523
10020834535,2018-06,108,125,0.864
10020834535,2018-07,447,527,0.8481973434535104
10020834535,2018-08,415,622,0.6672025723472669
10020834535,2018-09,210,584,0.3595890410958904
10020895585,2018-07,722,1112,0.6492805755395683
10020895585,2018-08,29,31,0.9354838709677419
10020895585,2018-09,10,11,0.9090909090909091
10020909698,2018-06,840,1108,0.7581227436823105
10020909698,2018-07,5761,7346,0.7842363190852164
10020909698,2018-08,1801,2895,0.6221070811744387
10020909698,2018-09,15,53,0.2830188679245283
10020911805,2018-04,5770,13369,0.4315954820854215
10020911805,2018-05,10711,14040,0.7628917378917379
10020911805,2018-06,2241,2564,0.87402496099844
10020926526,2018-04,1,2,0.5
10020926526,2018-05,200,215,0.9302325581395349
10020926526,2018-06,609,629,0.9682034976152624
10020926526,2018-07,330,339,0.9734513274336283
10020926526,2018-08,368,456,0.8070175438596491
10020926526,2018-09,1154,1486,0.7765814266487214
10020927684,2018-05,2,3,0.6666666666666666
10020962372,2018-04,2,2,1.0
10020962372,2018-05,633,917,0.6902944383860414
10020962372,2018-06,806,2312,0.3486159169550173
