no_mec,month,IDCARD
10024678248,2018-09,2
10024678563,2018-09,1
10024679882,2018-09,50
10024688073,2018-09,701
10024689124,2018-09,278
10024690201,2018-09,2625
10024691222,2018-09,122
10024691603,2018-09,105
10024692312,2018-09,70
10024693355,2018-09,3
10024695511,2018-09,11
10024699062,2018-09,558
10024699848,2018-09,109
10024702645,2018-09,3
10024738373,2018-09,38
10024741247,2018-09,1702
10024745124,2018-09,570
10024746853,2018-09,278
10024748465,2018-09,2
10024750548,2018-09,1
10024750809,2018-09,1
10024750862,2018-09,3
10024761235,2018-09,2
10024764675,2018-09,1
10024767710,2018-09,333
10024769444,2018-09,2
10024770859,2018-09,1
10024788622,2018-09,39
10024789268,2018-09,2
10024812503,2018-09,1
10024816900,2018-09,4
10024818646,2018-09,381
10024822050,2018-09,6
10024823720,2018-09,2
10024854264,2018-09,8
10024861122,2018-09,1
10024994522,2018-09,339
10024999140,2018-09,1
10025002553,2018-09,1
10025004983,2018-09,10095
10025004998,2018-09,1220
10025005425,2018-09,2
10025005641,2018-09,3050
10025008882,2018-09,378
10025058916,2018-09,354
10025065974,2018-09,15
10025073228,2018-09,944
10025073381,2018-09,1
10025086964,2018-09,28
10025087396,2018-09,4
10025090109,2018-09,1
10025090788,2018-09,1
10025091609,2018-09,1
10025092211,2018-09,6480
10025093867,2018-09,2
10025095505,2018-09,7
10025097411,2018-09,3
10025097532,2018-09,3035
10025097874,2018-09,2900
10025100796,2018-09,1
10025101114,2018-09,5
10025101201,2018-09,2
10025101910,2018-09,18
10025103708,2018-09,1
10025104166,2018-09,10709
10025104425,2018-09,111
10025105474,2018-09,10
10025112947,2018-09,1
10025113993,2018-09,254
10025116412,2018-09,5
10025117118,2018-09,598
10025118132,2018-09,5
10025118168,2018-09,3
10025118185,2018-09,3
10025119437,2018-09,994
10025122226,2018-09,4
10025134731,2018-09,12176
10025137918,2018-09,2
10025138888,2018-09,40
10025142862,2018-09,87
10025143049,2018-09,4
10025146139,2018-09,3
10025146560,2018-09,11
10025149556,2018-09,14
10025154290,2018-09,2
10025155141,2018-09,5
10025155819,2018-09,1
10025161302,2018-09,1
10025181554,2018-09,5
10025188717,2018-09,4180
10025191500,2018-09,78
10025214996,2018-09,1
10025217138,2018-09,5
10025224652,2018-09,4
10025230593,2018-09,1
10025245925,2018-09,260
10025256175,2018-09,2
10025256316,2018-09,2
10025256460,2018-09,2
10025263458,2018-09,1
10025284328,2018-09,1
10025317999,2018-09,19
